source,code,country,elevation_ft,frequency_1_frequency,frequency_1_service,frequency_2_frequency,frequency_2_service,frequency_3_frequency,frequency_3_service,latitude,longitude,magnetic_variation,name,state,time_zone,type
airports,YTTE,Australia,,122.1,CTAF,118.8,MISC,125.3,MISC,135903S,1413918E,,Ti Tree Airport,Queensland,,small_airport
airports,YTTI,Australia,8,128,CTAF,132.9,MISC,,,134506S,1260852E,,Troughton Is Airport,Western Australia,,small_airport
airports,YTUA,Australia,,125.55,CTAF,114.1,MISC,123.4,MISC,423049S,1475352E,,Triabunna Airport,Tasmania,,small_airport
airports,YTUC,Australia,,122.6,CTAF,132.9,MISC,,,272830S,1180730E,,Tuckabiana Airport,Western Australia,,small_airport
airports,YTUG,Australia,,,,,,,,242800S,1491601E,,Trugananni Airport,Queensland,,small_airport
airports,YTUN,Australia,745,126.7,CTAF,119.5,MISC,,,420639S,1472144E,,Tunbridge Airport,Tasmania,,small_airport
airports,YTUY,Australia,,124.6,CTAF,114.1,MISC,123.4,MISC,175604S,1455617E,,Tully Airport,Queensland,,small_airport
airports,YTVA,Australia,,119.8,CTAF,120.6,MISC,125.8,MISC,191237S,1433949E,,Talavera Airport,Queensland,,small_airport
airports,YTWB,Australia,2086,127.65,CTAF,121.2,FSS,,,273236S,1515508E,,Toowoomba Airport,Queensland,,small_airport
airports,YTWE,Australia,,122.3,CTAF,114.1,MISC,123.4,MISC,225100S,1464301E,,Trelawney Airport,Queensland,,small_airport
airports,YTWH,Australia,10,,,,,,,281039S,1533247E,,The Tweed Hospital Helipad,New South Wales,,heliport
airports,YTWN,Australia,1365,127.1,CTAF,125.9,MISC,,,312635S,1485352E,,Tooraweenah Airport,New South Wales,,small_airport
airports,YTYA,Australia,88,128,CTAF,,,,,381600S,1451045E,,Tyabb Airport,Victoria,,small_airport
airports,YTYH,Australia,,126.7,CTAF,119.5,MISC,,,283540S,1533303E,,Tyagarah Airport,New South Wales,,small_airport
airports,YTYN,Australia,,120.7,CTAF,132.9,MISC,,,261300S,1335501E,,Tieyon Airport,South Australia,,small_airport
airports,YUCH,Australia,,125.7,CTAF,119.6,MISC,125.9,MISC,174020S,1341427E,,Ucharonidge Airport,Northern Territory,,small_airport
airports,YUDA,Australia,2451,,,,,,,181128S,1443644E,,Undara Airport,Queensland,,small_airport
airports,YUDG,Australia,,122.4,CTAF,119.5,MISC,,,213524S,1382128E,,Urandangi Airport,Queensland,,small_airport
airports,YUDL,Australia,,122.4,CTAF,119.5,MISC,,,193730S,1383758E,,Undilla Airport,Queensland,,small_airport
airports,YUMB,Australia,,125.7,CTAF,119.6,MISC,125.9,MISC,254448S,1334207E,,Umbeara Airport,Northern Territory,,small_airport
airports,YUMU,Australia,,125.7,CTAF,119.6,MISC,125.9,MISC,262912S,1320223E,,Umuwa Airport,South Australia,,small_airport
airports,YUNY,Australia,90,125.4,CTAF,119.6,MISC,122.4,MISC,243100S,1393701E,,Cluny Airport,Queensland,,small_airport
airports,YUPG,Australia,,122.6,CTAF,119.6,MISC,125.9,MISC,144218S,1343344E,,Urapunga Airport,Northern Territory,,small_airport
airports,YUPH,Australia,1253,127.1,CTAF,119.5,MISC,,,300623S,1502415E,,Upper Horton Wyl Airport,New South Wales,,small_airport
airports,YUSL,Australia,62,,,,,,,260928S,1132341E,,Useless Loop Airport,Western Australia,,small_airport
airports,YUTA,Australia,100,,,,,,,381748S,1474033E,,Barracouta Platform Helipad,Victoria,,heliport
airports,YUTP,Australia,,119.8,CTAF,119.6,MISC,125.9,MISC,220318S,1344723E,,Utopia Airport,Northern Territory,,small_airport
airports,YUTS,Australia,,119.8,CTAF,119.6,MISC,125.9,MISC,221359S,1343448E,,Utopia Station Airport,Northern Territory,,small_airport
airports,YVAF,Australia,,126.5,CTAF,119.5,MISC,,,414831S,1471747E,,Valley Field Airport,Tasmania,,small_airport
airports,YVAL,Australia,705,,,,,,,412547S,1461547E,,The Vale Airport,Tasmania,,small_airport
airports,YVIV,Australia,,125.7,CTAF,124.8,MISC,,,303448S,1354331E,,Mount Vivian Airport,South Australia,,small_airport
airports,YVLG,Australia,,119.8,CTAF,119.5,MISC,,,184000S,1450600E,,Valley of Lagoons Airport,Queensland,,small_airport
airports,YVNS,Australia,,132.1,CTAF,119.6,MISC,125.9,MISC,221959S,1305201E,,Vaughan Springs Airport,Northern Territory,,small_airport
airports,YVRD,Australia,89,126.7,CTAF,118.1,MISC,,,162407S,1310017E,,Victoria River Downs Airport,Northern Territory,,small_airport
airports,YVRS,Australia,43,126.7,CTAF,118.6,MISC,,,165747S,1415659E,,Vanrook Station Airport,Queensland,,small_airport
airports,YVSH,Australia,,118.15,CTAF,119.6,MISC,125.9,MISC,110834S,1315854E,,Vashon Head Airport,Northern Territory,,small_airport
airports,YVVA,Australia,,125.8,CTAF,118.6,MISC,,,373000S,1421612E,,Victoria Valley Airport,Victoria,,small_airport
airports,YVVL,Australia,,118.2,CTAF,118.6,MISC,,,144401S,1433521E,,Violet Vale Airport,Queensland,,small_airport
airports,YWAB,Australia,,126.7,CTAF,119.6,MISC,124.3,MISC,244500S,1172201E,,Waldburg Homestead Airport,Western Australia,,small_airport
airports,YWAC,Australia,1186,122.4,CTAF,119.6,MISC,124.3,MISC,203826S,1341254E,,Wauchope Airport,Northern Territory,,small_airport
airports,YWAG,Australia,,120,CTAF,135.7,MISC,,,294243S,1441015E,,Wanaaring Airport,New South Wales,,small_airport
airports,YWAL,Australia,33,118.6,CTAF,119.6,MISC,124.3,MISC,194624S,1203856E,,Wallal Downs Airport,Western Australia,,small_airport
airports,YWAT,Australia,,122.1,CTAF,121.2,MISC,,,123814S,1430229E,,Wattle Hills Airport,Queensland,,small_airport
airports,YWAV,Australia,201,134.2,CTAF,119.6,MISC,124.3,MISC,172335S,1310704E,,Wave Hill Airport,Northern Territory,,small_airport
airports,YWAX,Australia,,,,,,,,251751S,1273323E,,Wanarn Airport,Western Australia,,small_airport
airports,YWBH,Australia,,124.8,CTAF,117.6,MISC,122.4,MISC,313435S,1505602E,,Wallabadah Airport,New South Wales,,small_airport
airports,YWBI,Australia,383,122.1,CTAF,119.6,MISC,124.3,MISC,210000S,1342349E,,Warrabri Airport,Northern Territory,,small_airport
airports,YWBL,Australia,242,126,CTAF,125.8,FSS,,,381743S,1422649E,,Warrnambool Airport,Victoria,,small_airport
airports,YWBN,Australia,850,124.55,CTAF,125,MISC,,,341052S,1504831E,,Wedderburn Aerodrome,New South Wales,,small_airport
airports,YWBR,Australia,1500,127.1,CTAF,130.9,FSS,,,260731S,1263459E,,Warburton Airport,Western Australia,,small_airport
airports,YWBS,Australia,3,120.3,CTAF,125.7,MISC,,,101229S,1424929E,,Warraber Island Airport,Queensland,,small_airport
airports,YWCA,Australia,250,126.7,CTAF,124.9,FSS,,,313119S,1432242E,,Wilcannia Airport,New South Wales,,small_airport
airports,YWCH,Australia,,125.75,CTAF,115,MISC,119.5,MISC,310034S,1513250E,,Walcha Airport,New South Wales,,small_airport
airports,YWCK,Australia,1500,127.85,CTAF,121.2,FSS,,,280857S,1515634E,,Warwick Airport,Queensland,,small_airport
airports,YWCM,Australia,,123.9,CTAF,120.6,MISC,120.7,MISC,200605S,1290733E,,Wilson's Camp Airport,Northern Territory,,small_airport
airports,YWDA,Australia,,126.7,CTAF,122.6,MISC,,,282850S,1221439E,,Windarra Airport,Western Australia,,small_airport
airports,YWDG,Australia,1502,,,,,,,300156S,1192311E,,Windarling Airport,Western Australia,,small_airport
airports,YWDH,Australia,452,126.7,CTAF,118.8,FSS,,,252438S,1424006E,,Windorah Airport,Queensland,,medium_airport
airports,YWDJ,Australia,,122.1,CTAF,122.6,MISC,,,172516S,1245530E,,Windjana Grove Airport,Western Australia,,small_airport
airports,YWDL,Australia,58,126.7,CTAF,122.3,MISC,124.6,MISC,183430S,1405331E,,Wondoola Airport,Queensland,,small_airport
airports,YWDS,Australia,1226,,,,,,,345730S,1385326E,,Woodside Airstrip,South Australia,,small_airport
airports,YWDT,Australia,,119.8,CTAF,120.15,MISC,,,184513S,1445026E,,Wyandotte Airport,Queensland,,small_airport
airports,YWDV,Australia,1918,,,,,,,194012S,1445306E,,Mount Full Stop Airport,Queensland,,small_airport
airports,YWEC,Australia,,126.7,CTAF,112.8,MISC,119.6,MISC,255100S,1450600E,,Wellclose Airport,Queensland,,small_airport
airports,YWEE,Australia,,123.4,CTAF,122.6,MISC,,,270454S,1160900E,,Wooleen Homestead Airport,Western Australia,,small_airport
airports,YWEL,Australia,426,123.9,CTAF,112.8,MISC,119.6,MISC,322745S,1485927E,,Wellington Airport,New South Wales,,small_airport
airports,YWEO,Australia,,122.6,CTAF,119.6,MISC,124.3,MISC,303859S,1392100E,,Wertaloona Airport,South Australia,,small_airport
airports,YWER,Australia,,125.7,CTAF,112.8,MISC,119.6,MISC,180726S,1395722E,,Wernadinga Airport,Queensland,,small_airport
airports,YWEX,Australia,,124.8,CTAF,119.6,MISC,124.3,MISC,222200S,1244601E,,Well 33 Airport,Western Australia,,small_airport
airports,YWFD,Australia,,122.6,CTAF,119.6,MISC,124.3,MISC,191659S,1252501E,,Western Field Airport,Western Australia,,small_airport
airports,YWGA,Australia,673,,,,,,,210211S,1183834E,,Port Hedland/Wodgina Airport,Western Australia,,small_airport
airports,YWGI,Australia,5,,,,,,,350901S,1362740E,,Wedge Island Airstrip,South Australia,,small_airport
airports,YWGM,Australia,1000,126.7,CTAF,,,,,315150S,1165609E,,White Gum Air Park,Western Australia,,small_airport
airports,YWGN,Australia,,,,,,,,331959S,1172201E,,Wagin Airport,Western Australia,,small_airport
airports,YWGT,Australia,504,119.1,CTAF,125.2,FSS,,,362504S,1461824E,,Wangaratta Airport,Victoria,,medium_airport
airports,YWGW,Australia,,118.4,CTAF,122.6,MISC,,,260706S,1215734E,,Wongawol Airport,Western Australia,,small_airport
airports,YWHA,Australia,41,126.9,CTAF,123.9,FSS,,,330332S,1373050E,,Whyalla Airport,South Australia,,medium_airport
airports,YWHC,Australia,162,126.7,CTAF,120.5,MISC,124.9,MISC,305111S,1430419E,,White Cliffs Airport,New South Wales,,small_airport
airports,YWHI,Australia,489,135.5,CTAF,120.5,MISC,124.9,MISC,300222S,1380331E,,Witchelina Airport,South Australia,,small_airport
airports,YWHL,Australia,740,134.4,CTAF,119.6,MISC,124.3,MISC,174641S,1353929E,,Walhallow Airport,Northern Territory,,small_airport
airports,YWHP,Australia,16,,,,,,,342621S,1505345E,,Wollongong City Heliport,New South Wales,,heliport
airports,YWIB,Australia,892,125.7,CTAF,124.8,MISC,,,275729S,1340858E,,Mount Willoughby Airport,South Australia,,small_airport
airports,YWIE,Australia,,128.55,CTAF,119.6,MISC,122.1,MISC,210735S,1471622E,,Wirralie Gold Mine Airport,Queensland,,small_airport
airports,YWIL,Australia,,135.5,CTAF,120.5,MISC,124.9,MISC,311712S,1423903E,,Wilandra Airport,New South Wales,,small_airport
airports,YWIO,Australia,,124.55,CTAF,125.7,MISC,,,341311S,1504014E,,Wilton Airport,New South Wales,,small_airport
airports,YWIS,Australia,89,126.7,CTAF,119.55,FSS,,,222827S,1501045E,,Williamson Airport,Queensland,,small_airport
airports,YWIT,Australia,444,,,,,,,221329S,1182113E,,Wittenoom Airport,Western Australia,,small_airport
airports,YWJS,Australia,1211,,,,,,,350748S,1484124E,,Wee Jasper Airport,New South Wales,,small_airport
airports,YWKB,Australia,397,126.7,CTAF,125.8,FSS,,,361915S,1422508E,,Warracknabeal Airport,Victoria,,medium_airport
airports,YWKD,Australia,100,,,,,,,135159S,1295916E,,Woodycupaldiya Airfield,Northern Territory,,small_airport
airports,YWKI,Australia,138,126.7,CTAF,124.3,FSS,,,341046S,1400158E,,Waikerie Airport,South Australia,,small_airport
airports,YWKM,Australia,,120,CTAF,123.4,MISC,125.1,MISC,311209S,1172243E,,Wyalkatchem Airport,Western Australia,,small_airport
airports,YWKW,Australia,,124.8,CTAF,119.2,MISC,125.2,MISC,323253S,1510127E,,Warkworth Airport,New South Wales,,small_airport
airports,YWLA,Australia,,120.5,CTAF,120.6,MISC,120.7,MISC,211636S,1323722E,,Willowra Airport,Northern Territory,,small_airport
airports,YWLB,Australia,,134.2,CTAF,119.6,MISC,124.3,MISC,272031S,1340511E,,Welbourn Hill Airport,South Australia,,small_airport
airports,YWLG,Australia,439,126.7,CTAF,127.1,FSS,,,300158S,1480733E,,Walgett Airport,New South Wales,,medium_airport
airports,YWLH,Australia,,118.6,CTAF,119.6,MISC,124.3,MISC,243859S,1321901E,,Wallara Ranch Airport,Northern Territory,,small_airport
airports,YWLM,Australia,31,31.61,ATIS,118.3,CTAF,135.7,APP,324741S,1515002E,,Newcastle Airport,New South Wales,,medium_airport
airports,YWLN,Australia,,119.5,CTAF,122.6,MISC,,,302518S,1392609E,,Wooltana Airport,South Australia,,small_airport
airports,YWLP,Australia,89,118.3,CTAF,125.7,MISC,,,385659S,1461701E,,Wilsons Promontory Airport (Yanakie Airport),Victoria,,small_airport
airports,YWLU,Australia,1649,127.2,CTAF,118.95,FSS,,,263745S,1201315E,,Wiluna Airport,Western Australia,,medium_airport
airports,YWMA,Australia,610,126.7,CTAF,122.3,MISC,124.6,MISC,303903S,1422031E,,Wonnaminta Stat Airport,New South Wales,,small_airport
airports,YWMC,Australia,253,127.8,CTAF,120.7,Melbourne Centre,,,285421S,1362026E,,William Creek Aerodrome,South Australia,,medium_airport
airports,YWMG,Australia,,124.8,CTAF,125,MISC,,,291408S,1465519E,,Weilmoringle Airport,New South Wales,,small_airport
airports,YWML,Australia,,126.7,CTAF,122.3,MISC,126,MISC,171915S,1381417E,,Westmoreland Airport,Queensland,,small_airport
airports,YWMM,Australia,1036,128.55,CTAF,119.6,MISC,122.1,MISC,302928S,1520501E,,Wollomombi Airport,New South Wales,,small_airport
airports,YWMO,Australia,1600,,,,,,,260310S,1274127E,,West Musgrave Airport,Western Australia,,small_airport
airports,YWMP,Australia,152,126.7,CTAF,120.15,MISC,,,163932S,1435957E,,Wrotham Park Airport,Queensland,,small_airport
airports,YWMY,Australia,,126.7,CTAF,120.6,MISC,120.7,MISC,235124S,1150833E,,Williambury Airport,Western Australia,,small_airport
airports,YWNA,Australia,,122,CTAF,122.2,MISC,123.9,MISC,304600S,1344347E,,Wilgena Airport,South Australia,,small_airport
airports,YWND,Australia,320,126.7,CTAF,122.3,MISC,124.6,MISC,261638S,1515142E,,Wondai Airport,Queensland,,small_airport
airports,YWNI,Australia,,122.1,CTAF,121.2,MISC,,,134215S,1413314E,,Wathanin Airport,Queensland,,small_airport
airports,YWNL,Australia,2218,,,,,,,260400S,1285659E,,Wingellina Airport,Western Australia,,small_airport
airports,YWNO,Australia,,118.4,CTAF,122.6,MISC,,,270730S,1211958E,,Wonganoo Airport,Western Australia,,small_airport
airports,YWNS,Australia,544,122.1,CTAF,135.7,MISC,,,250151S,1434030E,,Wandsworth Airport,Queensland,,small_airport
airports,YWNT,Australia,120,,,,,,,334809S,1505924E,,Westmead NETS Base Hospital Heliport,New South Wales,,heliport
airports,YWOH,Australia,,120.6,CTAF,122.6,MISC,124.8,MISC,305248S,1164337E,,Wongan Hills Airport,Western Australia,,small_airport
airports,YWOM,Australia,,125.75,CTAF,122.3,MISC,124.6,MISC,311900S,1510758E,,Woolomin Airport,New South Wales,,small_airport
airports,YWON,Australia,,,,,,,,382818S,1453722E,,Wonthaggi Airport,Victoria,,small_airport
airports,YWOR,Australia,199,125.7,CTAF,122.6,MISC,,,171311S,1375604E,,Wollogorang Airport,Northern Territory,,small_airport
airports,YWOV,Australia,,125.8,CTAF,122.3,MISC,124.6,MISC,363759S,1441058E,,Woodvale Airport,Victoria,,small_airport
airports,YWOX,Australia,,118.324,CTAF,122,MISC,,,322337S,1235919E,,Woorlba Airport,Western Australia,,small_airport
airports,YWPA,Australia,,121.2,CTAF,122.6,MISC,,,310759S,1385801E,,Wirrealpa Airport,South Australia,,small_airport
airports,YWPE,Australia,,124.3,CTAF,,,,,345713S,1164143E,,Walpole Airport,Western Australia,,small_airport
airports,YWPL,Australia,,121.85,CTAF,122.6,MISC,,,230600S,1143158E,,Winning Pool North Airport,Western Australia,,small_airport
airports,YWRA,Australia,,122.4,CTAF,122.3,MISC,124.6,MISC,202854S,1381004E,,Wooroona Airport,Queensland,,small_airport
airports,YWRC,Australia,,,,,,,,322536S,1185428E,,Wave Rock Airport,Western Australia,,small_airport
airports,YWRE,Australia,,122.338,CTAF,119.6,MISC,122.1,MISC,221612S,1460300E,,Wirralie Airport,Queensland,,small_airport
airports,YWRL,Australia,1140,127.1,CTAF,119.2,MISC,125.2,MISC,293210S,1503209E,,Warialda Airport,New South Wales,,small_airport
airports,YWRN,Australia,669,126.7,CTAF,123.9,FSS,,,314359S,1474810E,,Warren Airport,New South Wales,,medium_airport
airports,YWRO,Australia,,,,,,,,335537S,1373815E,,Wallaroo Hospital Helipad,South Australia,,heliport
airports,YWRR,Australia,20,,,,,,,232645S,1135054E,,Warroora Homestead Airport,Western Australia,,small_airport
airports,YWRT,Australia,,119.1,CTAF,119.2,MISC,125.2,MISC,412700S,1453300E,,Waratah Airport,Tasmania,,small_airport
airports,YWRV,Australia,,122.2,CTAF,119.6,MISC,124.3,MISC,133535S,1354518E,,Walker River Airport,Northern Territory,,small_airport
airports,YWSD,Australia,,122.6,CTAF,122.3,MISC,126,MISC,304240S,1412351E,,Westward Downs Airport,New South Wales,,small_airport
airports,YWSG,Australia,61,127.3,CTAF,125,MISC,,,270553S,1522736E,,Watts Bridge Airport,Queensland,,small_airport
airports,YWSI,Australia,,120.7,CTAF,122.6,MISC,,,293400S,1343101E,,Wirrida Siding Airport,South Australia,,small_airport
airports,YWSL,Australia,72,118.3,CTAF,123.3,APP,133.6,CLD,380526S,1465755E,,West Sale Airport,Victoria,,medium_airport
airports,YWST,Australia,30,,,,,,,334817S,1505918E,,Westmead Hospital Helipad,New South Wales,,heliport
airports,YWSX,Australia,,124.3,CTAF,,,,,311908S,1184105E,,Westonia Airport,Western Australia,,small_airport
airports,YWTB,Australia,140,,,,,,,335006S,1511650E,,Watsons Bay Helipad,New South Wales,,heliport
airports,YWTL,Australia,132,122.4,CTAF,119.6,MISC,124.3,MISC,163747S,1291912E,,Waterloo Airport,Northern Territory,,small_airport
airports,YWTN,Australia,638,126.7,CTAF,122.1,FSS,,,222148S,1430509E,,Winton Airport,Queensland,,medium_airport
airports,YWTO,Australia,37,123.9,CTAF,112.8,MISC,119.6,MISC,340510S,1415328E,,Wentworth Airport,New South Wales,,small_airport
airports,YWTV,Australia,,122.1,CTAF,121.2,MISC,,,131343S,1421407E,,Watson River Airport,Queensland,,small_airport
airports,YWUD,Australia,310,126.7,CTAF,125.9,FSS,,,330235S,1352649E,,Wudinna Airport,South Australia,,small_airport
airports,YWVA,Australia,25,132.1,CTAF,125.7,MISC,,,331425S,1512546E,,Warnervale Airport,New South Wales,,small_airport
airports,YWVL,Australia,3707,,,,,,,302457S,1514518E,,Woodville Airport,New South Wales,,small_airport
airports,YWVR,Australia,1826,,,,,,,331512S,1501116E,,Wolgan Valley Heliport,New South Wales,,heliport
airports,YWWA,Australia,190,127.1,CTAF,125,MISC,,,301529S,1492428E,,Wee Waa Airport,New South Wales,,small_airport
airports,YWWG,Australia,,124.3,CTAF,,,,,205039S,1204207E,,Warrawagine Airport,Western Australia,,small_airport
airports,YWWH,Australia,862,128.55,CTAF,112.8,MISC,119.6,MISC,220350S,1474316E,,Wentford Homestead,Queensland,,small_airport
airports,YWWI,Australia,,123.4,CTAF,122.6,MISC,,,213843S,1211128E,,Woodie Woodie Airport,Western Australia,,small_airport
airports,YWWL,Australia,859,126.7,CTAF,126,FSS,,,335613S,1471127E,,West Wyalong Airport,New South Wales,,medium_airport
airports,YWYA,Australia,244,126.7,CTAF,124.8,MISC,125.1,MISC,271600S,1455924E,,Wyandra Airport,Queensland,,small_airport
airports,YWYB,Australia,,122.1,CTAF,125.1,MISC,125.9,MISC,303329S,1333202E,,Wynbring Airport,South Australia,,small_airport
airports,YWYF,Australia,107,125.8,CTAF,124.8,MISC,125.1,MISC,360329S,1431434E,,Wycheproof Airport,Victoria,,small_airport
airports,YWYM,Australia,14,127.4,CTAF,122.4,FSS,,,153041S,1280910E,,Wyndham Airport,Western Australia,,small_airport
airports,YWYY,Australia,62,126.9,CTAF,133.35,AWIS,122.6,FSS,405949S,1454333E,,Wynyard Airport,Tasmania,,medium_airport
airports,YXAB,Australia,1740,,,,,,,311630S,1491703E,,Coonabarabran Hospital Helipad,New South Wales,,heliport
airports,YXAH,Australia,3246,,,,,,,303040S,1513918E,,Armidale - Lambert Park HLS,New South Wales,,heliport
airports,YXAL,Australia,588,,,,,,,360445S,1465618E,,Albury Base Hospital Helipad,New South Wales,,heliport
