source,code,country,elevation_ft,frequency_1_frequency,frequency_1_service,frequency_2_frequency,frequency_2_service,frequency_3_frequency,frequency_3_service,latitude,longitude,magnetic_variation,name,state,time_zone,type
airports,YRDM,Australia,,123.4,CTAF,119.6,MISC,123.9,MISC,215837S,1190101E,,Redmont Airport,Western Australia,,small_airport
airports,YRDS,Australia,900,,,,,,,203438S,1431803E,,Richmond Downs Airfield,Queensland,,small_airport
airports,YRDY,Australia,,123.4,CTAF,119.6,MISC,123.9,MISC,270727S,1181645E,,Reedys Airport,Western Australia,,small_airport
airports,YRED,Australia,2,127.15,CTAF,122.8,MISC,125.7,MISC,271220S,1530407E,,Redcliffe Airport,Queensland,,small_airport
airports,YREN,Australia,115,126.7,CTAF,124.3,FSS,,,341147S,1404026E,,Renmark Airport,South Australia,,medium_airport
airports,YRHL,Australia,,123.4,CTAF,119.6,MISC,123.9,MISC,215810S,1160344E,,Red Hill Station Airport,Western Australia,,small_airport
airports,YRHO,Australia,126,,,,,,,374738S,1445704E,,Royal Childrens Hospital Helipad,Victoria,,heliport
airports,YRID,Australia,1150,126.7,CTAF,135.7,MISC,,,372843S,1444315E,,Riddell Airport,Victoria,,small_airport
airports,YRKE,Australia,,122.4,CTAF,116.9,MISC,119.6,MISC,375358S,1434235E,,Kuruc-A-Ruc South Airport,Victoria,,small_airport
airports,YRKS,Australia,,122.4,CTAF,116.9,MISC,119.6,MISC,195200S,1380600E,,Rocklands Airport,Queensland,,small_airport
airports,YRLE,Australia,,125.7,CTAF,122.3,MISC,124.3,MISC,225259S,1172659E,,Rocklea Airport,Western Australia,,small_airport
airports,YRLH,Australia,461,,,,,,,190145S,1384416E,,Riversleigh Airport,Queensland,,small_airport
airports,YRLL,Australia,,122.3,CTAF,116.9,MISC,119.6,MISC,242739S,1483738E,,Rolleston Airport,Queensland,,small_airport
airports,YRLO,Australia,374,,,,,,,350213S,1391112E,,Rollo's Aerodrome,South Australia,,small_airport
airports,YRMD,Australia,676,126.7,CTAF,123.95,FSS,,,204206S,1430654E,,Richmond Airport,Queensland,,small_airport
airports,YRMH,Australia,221,,,,,,,374757S,1445721E,,Royal Melbourne Hospital Helipad,Victoria,,heliport
airports,YRNG,Australia,206,126.7,CTAF,123.4,FSS,,,122123S,1345352E,,Ramingining Airport,Northern Territory,,small_airport
airports,YRNW,Australia,,119.8,CTAF,122.3,MISC,124.3,MISC,234941S,1345743E,,Ringwood Airport,Northern Territory,,small_airport
airports,YROB,Australia,460,119.8,CTAF,,,,,185041S,1434236E,,Robinhood Airport,Queensland,,small_airport
airports,YROE,Australia,,122.4,CTAF,122.3,MISC,124.3,MISC,204550S,1170918E,,Roebourne Airport,Western Australia,,small_airport
airports,YROI,Australia,87,122.3,CTAF,119.8,MISC,122.1,MISC,343834S,1424622E,,Robinvale Airport,Victoria,,small_airport
airports,YROK,Australia,,125.7,CTAF,122.3,MISC,124.3,MISC,355548S,1364312E,,Rocky River Airport,South Australia,,small_airport
airports,YROM,Australia,1032,126.7,CTAF,126,FSS,,,263242S,1484629E,,Roma Airport,Queensland,,medium_airport
airports,YROT,Australia,1033,119.8,CTAF,122.3,MISC,124.3,MISC,291737S,1165324E,,Rothsay Mine Airport,Western Australia,,small_airport
airports,YROV,Australia,,119.8,CTAF,122.3,MISC,124.3,MISC,233557S,1343101E,,Ross River Airport,Northern Territory,,small_airport
airports,YRRB,Australia,92,122.4,CTAF,122.3,MISC,124.3,MISC,144405S,1343131E,,Roper Bar Airport,Northern Territory,,small_airport
airports,YRRG,Australia,,126.7,CTAF,122.3,MISC,124.3,MISC,230605S,1192131E,,Rhodes Ridge Airport,Western Australia,,small_airport
airports,YRRR,Australia,,123.4,CTAF,119.6,MISC,123.9,MISC,121959S,1353859E,,Raymangirr Airport,Northern Territory,,small_airport
airports,YRSB,Australia,55,126.7,CTAF,126.8,MISC,,,254932S,1393738E,,Roseberth Airport,Queensland,,small_airport
airports,YRSH,Australia,4,,,,,,,334948S,1510126E,,Rosehill Heliport Airport,New South Wales,,heliport
airports,YRSK,Australia,,126.7,CTAF,122.3,MISC,124.3,MISC,184718S,1283726E,,Ringer Soak Airport,Western Australia,,small_airport
airports,YRST,Australia,30,,,,,,,411957S,1470259E,,Rostella Airport,Tasmania,,small_airport
airports,YRSV,Australia,,124.8,CTAF,126.8,MISC,,,270759S,1455359E,,Rosevale Resort Airport,Queensland,,small_airport
airports,YRSY,Australia,1500,126.7,CTAF,135.7,MISC,,,372332S,1444416E,,Romsey Airport,Victoria,,small_airport
airports,YRTI,Australia,12,126,CTAF,135.25,FSS,,,320024S,1153224E,,Rottnest Island Airport,Western Australia,,small_airport
airports,YRTP,Australia,15,124.8,CTAF,126.7,MISC,126.8,MISC,153841S,1415039E,,Rutland Plains Airport,Queensland,,small_airport
airports,YRUD,Australia,,123.4,CTAF,122.4,MISC,,,223329S,1220853E,,Rudal River Airport,Western Australia,,small_airport
airports,YRVE,Australia,,134.2,CTAF,122.3,MISC,124.3,MISC,175359S,1301301E,,Riveren Airport,Northern Territory,,small_airport
airports,YRVL,Australia,823,,,,,,,345057S,1474649E,,Rose Vale Airport,New South Wales,,small_airport
airports,YRWA,Australia,,134.2,CTAF,119.6,MISC,123.9,MISC,310150S,1251140E,,Rawlinna Station Airport,Western Australia,,small_airport
airports,YRWF,Australia,850,,,,,,,343348S,1385658E,,Rowland Flat Airstrip,South Australia,,small_airport
airports,YRWH,Australia,,118.6,CTAF,125.3,MISC,127.1,MISC,343858S,1441911E,,Ravensworth Airport,New South Wales,,small_airport
airports,YRXB,Australia,,122,CTAF,122.4,MISC,,,304230S,1364238E,,Roxby Downs Station Airport,South Australia,,small_airport
airports,YRYH,Australia,,123.4,CTAF,122.4,MISC,,,223732S,1195732E,,Roy Hill Station Airport,Western Australia,,small_airport
airports,YRYK,Australia,,123.9,CTAF,119.6,MISC,123.9,MISC,313912S,1383634E,,Rawnsley Park Airport,South Australia,,small_airport
airports,YRYL,Australia,1995,,,,,,,324615S,1495935E,,Rylstone Aerodrome,New South Wales,,small_airport
airports,YRYP,Australia,1690,,,,,,,345146S,1485601E,,Rayner Place Heliport,New South Wales,,heliport
airports,YSAH,Australia,,123.9,CTAF,122.4,MISC,,,224759S,1193701E,,Sandhill Airport,Western Australia,,small_airport
airports,YSAI,Australia,,123.4,CTAF,122.4,MISC,,,234200S,1315201E,,Saipem Airport,Northern Territory,,small_airport
airports,YSAN,Australia,,122.6,CTAF,122.4,MISC,,,275847S,1191749E,,Sandstone Airport,Western Australia,,small_airport
airports,YSAR,Australia,,120.7,CTAF,124.8,MISC,,,270235S,1351431E,,Mount Sarah Airport,South Australia,,small_airport
airports,YSAW,Australia,180,,,,,,,150743S,1350035E,,Sawfish Camp Airport,Northern Territory,,small_airport
airports,YSBG,Australia,,,,,,,,365117S,1454416E,,Strathbogie Airport,Victoria,,small_airport
airports,YSBK,Australia,29,120.9,ATIS,132.8,CTAF,124.55,FSS,335525S,1505926E,,Sydney Bankstown Airport,New South Wales,,medium_airport
airports,YSBO,Australia,,122.4,CTAF,119.8,MISC,,,213400S,1394301E,,Stanbroke Airport,Queensland,,small_airport
airports,YSCA,Australia,177,,,,,,,331225S,1411022E,,Scotia Sanctuary Airport,New South Wales,,small_airport
airports,YSCB,Australia,1886,127.45,ATIS,124.5,APP/DEP EAST,125.9,APP/DEP WEST,351824S,1491142E,,Canberra Airport,Australian Capital Territory,,medium_airport
airports,YSCD,Australia,1306,,,,,,,301027S,1221920E,,Carosue Dam Airport,Western Australia,,small_airport
airports,YSCN,Australia,230,125.1,ATIS,120.1,CTAF,124.55,FSS,340218S,1504111E,,Camden Airport,New South Wales,,medium_airport
airports,YSCO,Australia,745,128,CTAF,124.8,FSS,,,320216S,1504955E,,Scone Airport,New South Wales,,small_airport
airports,YSCR,Australia,354,119.6,CTAF,123.4,MISC,,,311423S,1192136E,,Southern Cross Airport,Western Australia,,small_airport
airports,YSDL,Australia,,122.1,CTAF,119.2,MISC,125.8,MISC,124300S,1422159E,,Sudley Airport,Queensland,,small_airport
airports,YSDN,Australia,735,,,,,,,200238S,1370109E,,Soudan Station Airport,Northern Territory,,small_airport
airports,YSDU,Australia,935,134,CTAF,123.9,FSS,,,321300S,1483429E,,Dubbo City Regional Airport,New South Wales,,medium_airport
airports,YSDW,Australia,,125.8,CTAF,119.2,MISC,125.8,MISC,374354S,1410730E,,Strathdownie Airport,Victoria,,small_airport
airports,YSEA,Australia,289,,,,,,,343408S,1392002E,,Sedan Airfield,South Australia,,small_airport
airports,YSEN,Australia,9,119.1,CTAF,125.3,MISC,135.25,MISC,322341S,1155215E,,Serpentine Airport,Western Australia,,small_airport
airports,YSFG,Australia,,,,,,,,342037S,1391836E,,Stonefield Gliding,South Australia,,small_airport
airports,YSFI,Australia,105,123.931,CTAF,122.4,MISC,,,194619S,1210526E,,Sandfire Airport,Western Australia,,small_airport
airports,YSFY,Australia,,125.55,CTAF,125.8,MISC,,,425856S,1471233E,,Sandfly Airport,Tasmania,,small_airport
airports,YSGD,Australia,,118.2,CTAF,119.2,MISC,125.8,MISC,144742S,1422558E,,Strathgordon Airport,Queensland,,small_airport
airports,YSGE,Australia,656,126.7,CTAF,118.95,FSS,,,280258S,1483542E,,St George Airport,Queensland,,small_airport
airports,YSGR,Australia,6,122.6,CTAF,122.6,MISC,,,294229S,1525540E,,South Grafton Airport,New South Wales,,small_airport
airports,YSGT,Australia,46,126.7,CTAF,122.4,MISC,123.9,MISC,323602S,1511135E,,Singleton Airport,New South Wales,,small_airport
airports,YSGW,Australia,116,126.7,CTAF,,,,,254059S,1420628E,,South Galway Airport,Queensland,,small_airport
airports,YSHG,Australia,620,118.6,CTAF,122.1,MISC,,,202528S,1200827E,,Shay Gap Airport,Western Australia,,small_airport
airports,YSHK,Australia,111,126.7,CTAF,122.1,FSS,,,255350S,1133432E,,Shark Bay Airport,Western Australia,,medium_airport
airports,YSHL,Australia,31,127.3,CTAF,124.55,FSS,,,343339S,1504720E,,Shellharbour Airport,New South Wales,,medium_airport
airports,YSHN,Australia,,119.1,CTAF,120,MISC,125.3,MISC,344446S,1162930E,,Shannon River Airport,Western Australia,,small_airport
airports,YSHR,Australia,40,,,,,,,201634S,1484517E,,Shute Harbour/Whitsunday Airport,Queensland,,small_airport
airports,YSHT,Australia,374,122.4,FSS,118.8,UNIC,,,362542S,1452329E,,Shepparton Airport,Victoria,,medium_airport
airports,YSHW,Australia,76,124.55,CTAF,119.5,MISC,,,335944S,1505707E,,Holsworthy (Military) Airport,New South Wales,,small_airport
airports,YSIA,Australia,,118.6,CTAF,122.1,MISC,,,323326S,1364232E,,Siam Airport,South Australia,,small_airport
airports,YSII,Australia,15,124.8,CTAF,126.8,MISC,,,092241S,1423730E,,Saibai Island Airport,Queensland,,small_airport
airports,YSLE,Australia,47,,,,,,,381012S,1444120E,,St Leonards Airfield,Victoria,,small_airport
airports,YSLG,Australia,,122.1,CTAF,122.1,MISC,,,170400S,1251500E,,Silent Grove Airport,Western Australia,,small_airport
airports,YSLK,Australia,56,125.8,CTAF,120.6,MISC,124.8,MISC,353150S,1425323E,,Sea Lake Airport,Victoria,,small_airport
airports,YSLN,Australia,,118.2,CTAF,119.2,MISC,125.8,MISC,155353S,1432258E,,Strathleven Airport,Queensland,,small_airport
airports,YSLV,Australia,,126.7,CTAF,120.6,MISC,122.1,MISC,233327S,1200249E,,Sylvania Homestead Airport,Western Australia,,small_airport
airports,YSMB,Australia,860,,,,,,,332203S,1511759E,,Somersby Airstrip,New South Wales,,small_airport
airports,YSMI,Australia,31,119.1,CTAF,122.6,FSS,,,405005S,1450502E,,Smithton Airport,Tasmania,,medium_airport
airports,YSML,Australia,15,,,,,,,201543S,1485023E,,South Molle Island Helipad,Queensland,,heliport
airports,YSMP,Australia,,122.1,CTAF,122.1,MISC,,,110800S,1320934E,,Smith Point Airport,Northern Territory,,small_airport
airports,YSMR,Australia,,118.6,CTAF,119.2,MISC,125.8,MISC,175145S,1423328E,,Strathmore Airport,Queensland,,small_airport
airports,YSMY,Australia,,118.2,CTAF,119.2,MISC,125.8,MISC,145259S,1424807E,,Strathmay Airport,Queensland,,small_airport
airports,YSNB,Australia,173,126.7,CTAF,118.15,FSS,,,112503S,1303854E,,Snake Bay Airport,Northern Territory,,medium_airport
airports,YSNC,Australia,1435,,,,,,,282019S,1205115E,,Sinclair Airport,Western Australia,,small_airport
airports,YSNT,Australia,,118.15,CTAF,122.1,MISC,,,334759S,1382201E,,Snowtown Airport,South Australia,,small_airport
airports,YSNW,Australia,400,28.04,ATIS,118.85,CTAF,123.5,APP,345647S,1503232E,,Naval Air Station Nowra - HMAS Albatross,New South Wales,,medium_airport
airports,YSNY,Australia,710,,,,,,,354551S,1465432E,,Sunnyside (Walla Walla) Airport,New South Wales,,small_airport
airports,YSOL,Australia,2030,,,,,,,221524S,1175101E,,Solomon Airport,Western Australia,,small_airport
airports,YSOW,Australia,,118.2,CTAF,122.6,MISC,,,143100S,1420158E,,Southwell Airport,Queensland,,small_airport
airports,YSPE,Australia,2938,126.7,CTAF,121.2,FSS,,,283712S,1515859E,,Stanthorpe Airport,Queensland,,small_airport
airports,YSPF,Australia,767,120.15,CTAF,119.8,MISC,,,241752S,1445241E,,Springfield Airport,Queensland,,small_airport
airports,YSPI,Australia,,122.3,CTAF,119.8,MISC,,,240748S,1480509E,,Springsure Airport,Queensland,,small_airport
airports,YSPK,Australia,,126.7,CTAF,119.8,MISC,,,183815S,1443244E,,Spring Creek Airport,Queensland,,small_airport
airports,YSPT,Australia,2,119,CTAF,119.5,MISC,,,275518S,1532217E,,Southport Airport,Queensland,,small_airport
airports,YSPV,Australia,,125.4,CTAF,119.8,MISC,,,233259S,1404159E,,Springvale Airport,Queensland,,small_airport
airports,YSRD,Australia,,126.7,CTAF,120.6,MISC,122.1,MISC,290556S,1222722E,,Sunrise Dam Airport,Western Australia,,small_airport
airports,YSRI,Australia,67,34.7,ATIS,135.5,CTAF,26.17,ACP,333616S,1504658E,,RAAF Base Richmond,New South Wales,,medium_airport
airports,YSRN,Australia,20,122.8,CTAF,119.2,MISC,124.1,MISC,420917S,1451731E,,Strahan Airport,Tasmania,,small_airport
airports,YSRT,Australia,,126,CTAF,119.2,MISC,125.8,MISC,270934S,1490436E,,Surat Airport,Queensland,,small_airport
airports,YSSY,Australia,21,126.25,ATIS,135.1,APP,133.8,CLD,335645S,1511037E,,Sydney Kingsford Smith International Airport,New South Wales,,large_airport
airports,YSTA,Australia,639,119.1,CTAF,125.8,FSS,,,363812S,1431109E,,Saint Arnaud Airport,Victoria,,small_airport
airports,YSTB,Australia,,118.2,CTAF,119.2,MISC,125.8,MISC,142838S,1424928E,,Strathburn Airport,Queensland,,small_airport
airports,YSTC,Australia,122,126.7,CTAF,120.6,MISC,122.1,MISC,294300S,1370346E,,Stuart Creek Airport,South Australia,,small_airport
airports,YSTH,Australia,48,126.5,CTAF,125.8,MISC,,,412012S,1481655E,,St Helens Airport,Tasmania,,small_airport
airports,YSTI,Australia,0,,,,,,,093035S,1433300E,,Stephens Island Seaplane Base,Queensland,,seaplane_base
airports,YSTO,Australia,166,122.1,CTAF,119.2,MISC,125.8,MISC,242109S,1431750E,,Stonehenge Airport,Queensland,,small_airport
airports,YSTR,Australia,,122.6,CTAF,124.1,MISC,,,314600S,1401958E,,Strathearn Airport,South Australia,,small_airport
airports,YSTT,Australia,,,,,,,,240705S,1342323E,,Santa Teresa Airport,Northern Territory,,small_airport
airports,YSTW,Australia,1334,116,ATIS,119.4,CTAF,127.1,FSS,310440S,1505043E,,Tamworth Airport,New South Wales,,medium_airport
airports,YSUJ,Australia,,126.7,CTAF,120.6,MISC,122.1,MISC,191600S,1295659E,,Supplejack Downs Airport,Northern Territory,,small_airport
airports,YSUM,Australia,217,,,,,,,351604S,1385511E,,Summerhill Road Helipad,South Australia,,heliport
airports,YSVH,Australia,,135.5,CTAF,122.4,MISC,123.9,MISC,203554S,1430440E,,Silver Hills Airport,Queensland,,small_airport
airports,YSVN,Australia,,118.2,CTAF,119.2,MISC,125.8,MISC,145359S,1425801E,,Strathaven Airport,Queensland,,small_airport
airports,YSVP,Australia,48,,,,,,,135831S,1433313E,,Silver Plains Airport,Queensland,,small_airport
airports,YSWA,Australia,9,126.5,CTAF,120.6,MISC,125.8,MISC,420557S,1480413E,,Swansea Airport,Tasmania,,small_airport
airports,YSWE,Australia,23,125.7,CTAF,120.6,MISC,125.8,MISC,170727S,1393612E,,Sweers Island Resort Airport,Queensland,,small_airport
airports,YSWG,Australia,724,118.2,CTAF,119.5,FSS,,,350948S,1472805E,,Wagga Wagga Airport,New South Wales,,medium_airport
airports,YSWH,Australia,234,119.1,CTAF,125.8,FSS,,,352232S,1433158E,,Swan Hill Airport,Victoria,,medium_airport
airports,YSWI,Australia,26,,,,,,,404346S,1480659E,,Swan Island Airport,Tasmania,,small_airport
airports,YSWK,Australia,7,,,,,,,305528S,1530139E,,South West Rocks Airport,New South Wales,,small_airport
airports,YSWL,Australia,807,119.1,CTAF,125.8,FSS,,,370418S,1424427E,,Stawell Airport,Victoria,,medium_airport
airports,YSYN,Australia,,126.7,CTAF,,,,,351903S,1390000E,,Strathalbyn Airport,South Australia,,small_airport
airports,YTAA,Australia,360,123.9,CTAF,116,MISC,127.1,MISC,270946S,1502835E,,Tara Airport,Queensland,,small_airport
airports,YTAB,Australia,,126.7,CTAF,120.6,MISC,122.1,MISC,171659S,1265400E,,Tableland Homestead Airport,Western Australia,,small_airport
airports,YTAD,Australia,,119.4,CTAF,116,MISC,127.1,MISC,323957S,1420400E,,Tandou Lake Airport,New South Wales,,small_airport
airports,YTAM,Australia,240,112.8,CTAF,122.4,MISC,125.1,MISC,254806S,1495359E,,Taroom Airport,Queensland,,small_airport
airports,YTAN,Australia,,126.7,CTAF,120.6,MISC,122.1,MISC,203425S,1294424E,,Tanami Downs Airport,Northern Territory,,small_airport
airports,YTAR,Australia,400,122,CTAF,120.6,MISC,122.1,MISC,304210S,1343458E,,Tarcoola Airport,South Australia,,small_airport
airports,YTBB,Australia,11,126.7,CTAF,119.6,MISC,125.9,MISC,342142S,1360542E,,Tumby Bay Airport,South Australia,,small_airport
airports,YTBG,Australia,,119.8,CTAF,120.6,MISC,125.8,MISC,353458S,1481731E,,Talbingo Airport,New South Wales,,small_airport
airports,YTBR,Australia,16,122.6,CTAF,132.9,MISC,,,153711S,1302642E,,Timber Creek Airport,Northern Territory,,small_airport
airports,YTCF,Australia,,121.85,CTAF,112.3,MISC,120.6,MISC,221900S,1220401E,,Tracies Field,Western Australia,,small_airport
airports,YTCK,Australia,,119.8,CTAF,120,MISC,,,204659S,1450000E,,Torrens Creek Airport,Queensland,,small_airport
airports,YTCY,Australia,,120.7,CTAF,120.6,MISC,122.1,MISC,264525S,1332130E,,Tarcoonyinna Airport,South Australia,,small_airport
airports,YTDL,Australia,43,125.9,CTAF,126.5,MISC,,,390153S,1461942E,,Tidal River Heliport,Victoria,,heliport
airports,YTDM,Australia,,121.85,CTAF,112.3,MISC,120.6,MISC,270727S,1344612E,,Todmorden Airport,South Australia,,small_airport
airports,YTDN,Australia,3,124.2,CTAF,125.9,MISC,,,381257S,1452523E,,Tooradin Airport,Victoria,,small_airport
airports,YTDR,Australia,171,122.3,CTAF,118.8,MISC,125.3,MISC,245912S,1500535E,,Theodore Airport,Queensland,,small_airport
airports,YTEC,Australia,,119.5,CTAF,112.9,MISC,120.6,MISC,302012S,1393953E,,Tenneco Station Three Airport,South Australia,,small_airport
airports,YTEE,Australia,891,126.7,CTAF,123.95,FSS,,,215005S,1405316E,,Trepell Airport,Queensland,,small_airport
airports,YTEF,Australia,970,126.7,CTAF,123.4,FSS,126.7,UNIC,214253S,1221344E,,Telfer Airport,Western Australia,,medium_airport
airports,YTEK,Australia,20,,,,,,,272558S,1530654E,,Sikorsky Helitech Heliport,Queensland,,heliport
airports,YTEM,Australia,921,126.15,CTAF,126,FSS,,,342517S,1473043E,,Temora Airport,New South Wales,,medium_airport
airports,YTEN,Australia,,123.9,CTAF,112.9,MISC,120.6,MISC,315830S,1391225E,,Tenneco Station Five Airport,South Australia,,small_airport
airports,YTFA,Australia,,,,,,,,342346S,1392247E,,Truro Flat Airpark,South Australia,,small_airport
airports,YTFD,Australia,2617,126.8,CTAF,119.6,MISC,126,MISC,285929S,1515548E,,Tenterfield Airport,New South Wales,,small_airport
airports,YTGA,Australia,,119.4,CTAF,116,MISC,127.1,MISC,270815S,1532150E,,Tangalooma Airport,Queensland,,small_airport
airports,YTGG,Australia,,122.4,CTAF,120.6,MISC,125.8,MISC,372101S,1454159E,,Taggerty Airport,Victoria,,small_airport
airports,YTGI,Australia,,123.9,CTAF,114.1,MISC,123.4,MISC,315835S,1480014E,,Trangie Airport,New South Wales,,small_airport
airports,YTGM,Australia,433,126.7,CTAF,118.8,FSS,,,275910S,1434843E,,Thargomindah Airport,Queensland,,medium_airport
airports,YTGT,Australia,,132.1,CTAF,112.9,MISC,120.6,MISC,203253S,1302049E,,The Granites Airport,Northern Territory,,small_airport
airports,YTGV,Australia,,,,,,,,344109S,1480614E,,The Grove Airport,New South Wales,,small_airport
airports,YTHD,Australia,700,126.7,CTAF,132.9,MISC,,,144726S,1262952E,,Theda Station Airport,Western Australia,,small_airport
airports,YTHI,Australia,120,122.4,CTAF,132.9,MISC,,,350128S,1361047E,,Thistle Island Airport,South Australia,,small_airport
airports,YTHN,Australia,1706,,,,,,,280911S,1205623E,,Thunderbox Airport,Western Australia,,small_airport
airports,YTHR,Australia,,122.4,CTAF,132.9,MISC,,,250817S,1190618E,,Three Rivers Homestead Airport,Western Australia,,small_airport
airports,YTHS,Australia,900,,,,,,,293140S,1155128E,,Three Springs Airport,Western Australia,,small_airport
airports,YTHV,Australia,,,,,,,,212733S,1150051E,,Thevenard Island Airport,Western Australia,,small_airport
airports,YTHY,Australia,165,118.8,CTAF,118.8,MISC,125.3,MISC,260534S,1432704E,,Thylungra Airport,Queensland,,small_airport
airports,YTIB,Australia,584,126.7,CTAF,126.5,FSS,,,292703S,1420328E,,Tibooburra Airport,New South Wales,,medium_airport
airports,YTII,Australia,,118.8,CTAF,114.1,MISC,123.4,MISC,253600S,1435501E,,Trinidad Airport,Queensland,,small_airport
airports,YTIN,Australia,,,,,,,,355213S,1400422E,,Tintinara Airport,South Australia,,small_airport
airports,YTIT,Australia,,119.8,CTAF,132.9,MISC,,,220754S,1332511E,,Ti Tree Airport,Northern Territory,,small_airport
airports,YTJI,Australia,,130.9,CTAF,112.3,MISC,120.6,MISC,260022S,1252744E,,Tjirrkarli Airport,Western Australia,,small_airport
airports,YTJU,Australia,740,121.85,CTAF,112.3,MISC,120.6,MISC,292041S,1270626E,,Tjuntjuntjarra Airport,Western Australia,,small_airport
airports,YTKS,Australia,128,120,CTAF,125.9,MISC,,,210230S,1414713E,,Toorak Research Station Airport,Queensland,,small_airport
airports,YTKY,Australia,,125.7,CTAF,119.6,MISC,125.9,MISC,170226S,1281221E,,Turkey Creek Airport,Western Australia,,small_airport
airports,YTLG,Australia,3031,124.1,CTAF,116,MISC,127.1,MISC,341721S,1494655E,,Taralga Grathawa Airport,New South Wales,,small_airport
airports,YTLL,Australia,,123.9,CTAF,114.1,MISC,123.4,MISC,323638S,1473553E,,Tullamore Airport,New South Wales,,small_airport
airports,YTLP,Australia,,,,,,,,305531S,1442509E,,Tilpa Airport,New South Wales,,small_airport
airports,YTLT,Australia,,122.4,CTAF,120.6,MISC,122.1,MISC,223759S,1364800E,,Tarlton Downs Airport,Northern Territory,,small_airport
airports,YTMB,Australia,457,124.8,CTAF,120.6,MISC,125.8,MISC,245019S,1461736E,,Tambo Airport,Queensland,,small_airport
airports,YTML,Australia,3,,,,,,,263842S,1134431E,,Tamala Airport,Western Australia,,small_airport
airports,YTMN,Australia,427,132.1,CTAF,120.6,MISC,122.1,MISC,195500S,1294330E,,Tanami Airport,Northern Territory,,small_airport
airports,YTMO,Australia,949,127.3,CTAF,122.4,FSS,,,214839S,1395526E,,The Monument Airport,Queensland,,small_airport
airports,YTMP,Australia,2300,,,,,,,224445S,1175208E,,Tom Price Airport,Western Australia,,small_airport
airports,YTMS,Australia,,120.5,CTAF,120.6,MISC,125.8,MISC,311850S,1495021E,,Tambar Springs Airport,New South Wales,,small_airport
airports,YTMU,Australia,878,126.7,CTAF,119.5,FSS,,,351605S,1481425E,,Tumut Aerodrome,New South Wales,,medium_airport
airports,YTMY,Australia,,121.85,CTAF,112.3,MISC,120.6,MISC,221520S,1375710E,,Tobermorey Airport,Northern Territory,,small_airport
airports,YTNB,Australia,344,,,,,,,255052S,1415540E,,Tanbar Airport,Queensland,,small_airport
airports,YTNE,Australia,,119.5,CTAF,112.9,MISC,120.6,MISC,284407S,1400223E,,Tenneco Station One Airport,South Australia,,small_airport
airports,YTNG,Australia,644,126.7,CTAF,119.55,FSS,,,242941S,1503440E,,Thangool Airport,Queensland,,medium_airport
airports,YTNK,Australia,1236,126.7,CTAF,122.1,FSS,,,193803S,1341058E,,Tennant Creek Airport,Northern Territory,,medium_airport
airports,YTNN,Australia,,122.6,CTAF,112.9,MISC,120.6,MISC,311059S,1392258E,,Tenneco Station Four Airport,South Australia,,small_airport
airports,YTNR,Australia,,118.1,CTAF,120.6,MISC,122.1,MISC,162700S,1343859E,,Tanumbirini Airport,Northern Territory,,small_airport
airports,YTNS,Australia,,124.8,CTAF,118.6,MISC,122.2,MISC,251917S,1460407E,,Toliness Airport,Queensland,,small_airport
airports,YTOA,Australia,,121.85,CTAF,112.3,MISC,120.6,MISC,282429S,1404835E,,Toolachie Airport,South Australia,,small_airport
airports,YTOB,Australia,,119.8,CTAF,118.6,MISC,122.2,MISC,195559S,1453458E,,Toomba Airport,Queensland,,small_airport
airports,YTOC,Australia,372,125.5,CTAF,118.6,FSS,,,354842S,1453628E,,Tocumwal Airport,New South Wales,,small_airport
airports,YTOG,Australia,,122.9,CTAF,118.6,MISC,122.2,MISC,300458S,1493212E,,Togo Station Airport,New South Wales,,small_airport
airports,YTOK,Australia,,122.3,CTAF,120,MISC,,,250700S,1471001E,,Torres Park Homestead Airport,Queensland,,small_airport
airports,YTOS,Australia,,119.5,CTAF,112.9,MISC,120.6,MISC,293357S,1395628E,,Tenneco Station Two Airport,South Australia,,small_airport
airports,YTOT,Australia,238,123.9,CTAF,120,MISC,,,321522S,1472209E,,Tottenham Airport,New South Wales,,small_airport
airports,YTPA,Australia,,,,,,,,134337S,1310158E,,Tipperary Airfield,Northern Territory,,small_airport
airports,YTPE,Australia,1696,,,,,,,242256S,1322522E,,Tempe Downs Airport,Northern Territory,,small_airport
airports,YTPK,Australia,120,,,,,,,211230S,1485841E,,Turtle Park Airstrip,Queensland,,small_airport
airports,YTQY,Australia,9,119,CTAF,120,MISC,,,381759S,1442154E,,Torquay Airport,Victoria,,small_airport
airports,YTRA,Australia,1104,,,,,,,291109S,1243301E,,Tropicana Airport,Western Australia,,small_airport
airports,YTRB,Australia,,126.8,CTAF,120,MISC,,,360400S,1443158E,,Torrumbarry Airport,Victoria,,small_airport
airports,YTRC,Australia,,122.1,CTAF,116,MISC,127.1,MISC,240420S,1432333E,,Tarcombe Airport,Queensland,,small_airport
airports,YTRE,Australia,38,118.1,CTAF,120.55,FSS,,,315318S,1523050E,,Taree Airport,New South Wales,,medium_airport
airports,YTRK,Australia,,125.7,CTAF,119.6,MISC,125.9,MISC,233700S,1183701E,,Turee Creek Airport,Western Australia,,small_airport
airports,YTSI,Australia,770,,,,,,,431422S,1480014E,,Tasman Island Heliport,Tasmania,,heliport
airports,YTST,Australia,181,128,CTAF,120.75,FSS,,,140522S,1262251E,,Truscott-Mungalalu Airport,Western Australia,,small_airport
